Intern_ID,Task_Completion_Time_Hrs,Feedback_Rating,Attendance_Percentage,Performance
6446,7.55,1.9,97.98,0.4
6447,15.24,3.5,8.47,0.35
6448,4.67,1.8,67.37,0.48
6449,4.85,3.9,46.76,0.74
6450,6.74,2.6,62.1,0.51
6451,15.55,1.1,30.81,0.04
6452,9.76,1.1,19.21,0.23
6453,12.32,2.5,15.33,0.32
6454,3.0,3.4,19.37,0.74
6455,11.64,1.7,50.63,0.24
6456,8.89,4.7,95.68,0.71
6457,4.83,2.4,63.17,0.55
6458,10.24,3.2,86.78,0.48
6459,10.81,2.5,89.13,0.37
6460,8.22,3.1,32.32,0.53
6461,8.38,2.0,14.44,0.39
6462,11.74,2.8,19.14,0.38
6463,4.02,2.5,24.84,0.59
6464,10.72,3.1,4.21,0.45
6465,4.08,2.8,6.0,0.63
6466,4.08,4.0,36.58,0.78
6467,10.32,2.3,38.67,0.36
6468,3.21,4.4,0.47,0.85
6469,8.93,1.5,35.44,0.31
6470,15.92,3.0,13.2,0.27
6471,1.5,2.8,8.02,0.71
6472,2.08,3.3,28.3,0.75
6473,15.32,2.4,63.66,0.21
6474,5.42,3.6,20.53,0.68
6475,1.61,2.5,97.58,0.67
6476,11.39,3.8,78.86,0.51
6477,8.2,3.3,68.05,0.56
6478,15.28,3.1,63.63,0.3
6479,6.45,3.7,72.08,0.66
6480,3.81,3.2,57.75,0.68
6481,7.13,1.4,24.44,0.35
6482,7.78,1.9,52.53,0.39
6483,12.18,3.1,6.78,0.4
6484,5.77,1.5,69.28,0.41
6485,7.71,2.6,74.13,0.48
6486,9.08,3.8,67.57,0.59
6487,6.12,4.8,36.59,0.81
6488,15.3,4.3,31.79,0.45
6489,4.32,4.8,98.2,0.87
6490,2.25,1.7,13.23,0.55
6491,5.65,3.8,30.73,0.7
6492,4.44,3.0,45.71,0.64
6493,10.99,1.8,6.65,0.28
6494,16.31,3.1,13.02,0.27
6495,9.05,1.6,65.94,0.32
6496,2.8,1.1,0.78,0.45
6497,8.42,4.2,60.49,0.66
6498,7.27,1.6,4.58,0.37
6499,9.54,3.2,48.62,0.5
6500,14.82,4.4,37.98,0.48
6501,12.89,3.2,95.79,0.39
6502,11.91,4.8,13.11,0.62
6503,1.94,4.2,30.36,0.87
6504,8.86,1.2,86.98,0.27
6505,5.26,1.9,9.11,0.48
6506,4.93,4.4,92.08,0.8
6507,11.56,2.9,18.21,0.4
6508,9.66,3.4,0.94,0.52
6509,6.28,2.2,81.63,0.48
6510,16.46,4.4,62.42,0.43
6511,6.58,3.2,7.47,0.59
6512,3.7,2.6,35.86,0.61
6513,14.6,1.9,15.33,0.17
6514,5.72,3.9,62.64,0.71
6515,6.19,1.8,51.49,0.43
6516,16.47,3.7,5.03,0.34
6517,12.42,3.1,48.95,0.39
6518,7.93,3.4,44.9,0.58
6519,15.57,1.8,60.61,0.13
6520,8.63,3.5,68.53,0.57
6521,11.32,3.1,94.19,0.43
6522,15.54,4.6,52.35,0.48
6523,15.99,2.7,2.75,0.23
6524,10.37,1.9,23.46,0.31
6525,3.19,2.7,60.5,0.64
6526,14.36,4.6,71.45,0.52
6527,5.8,4.7,2.68,0.81
6528,10.22,2.8,19.49,0.43
6529,9.95,2.9,63.14,0.45
6530,1.54,2.0,41.93,0.61
6531,6.55,1.8,2.11,0.42
6532,6.39,2.5,22.24,0.51
6533,12.72,2.7,15.4,0.33
6534,4.48,1.8,16.98,0.49
6535,13.29,2.4,17.8,0.28
6536,13.28,1.2,73.97,0.13
6537,8.46,3.2,10.47,0.53
6538,10.39,1.6,52.28,0.27
6539,13.22,5.0,58.82,0.61
6540,5.79,2.7,1.4,0.56
6541,9.18,1.0,20.42,0.24
6542,6.29,4.6,18.27,0.78
6543,16.42,2.2,49.39,0.15
6544,11.69,4.3,72.81,0.57
6545,14.58,1.0,35.66,0.06
6546,15.48,1.3,85.52,0.07
6547,4.33,3.1,55.24,0.66
6548,11.19,2.4,46.68,0.35
6549,1.12,1.8,27.32,0.6
6550,2.4,1.5,84.25,0.52
6551,4.27,2.2,30.81,0.54
6552,14.47,4.4,32.45,0.49
6553,5.68,4.5,5.59,0.79
6554,1.32,2.2,24.8,0.64
6555,1.47,2.5,22.7,0.67
6556,1.76,4.3,88.38,0.89
6557,1.99,3.2,21.16,0.74
6558,9.87,4.8,46.45,0.69
6559,8.19,1.3,44.54,0.31
6560,6.43,3.3,44.43,0.61
6561,13.85,4.2,88.06,0.49
6562,1.56,3.8,94.36,0.83
6563,4.14,2.1,96.72,0.54
6564,5.68,1.6,53.38,0.42
6565,5.16,3.5,2.61,0.68
6566,14.29,1.7,29.96,0.16
6567,6.5,3.1,27.31,0.59
6568,12.66,1.9,49.18,0.24
6569,14.7,4.3,36.52,0.47
6570,12.7,4.5,75.44,0.56
6571,15.41,3.6,10.29,0.36
6572,5.5,3.3,31.73,0.64
6573,13.98,2.3,46.12,0.24
6574,13.3,4.9,23.28,0.59
6575,6.45,4.3,47.08,0.74
6576,8.68,3.6,26.32,0.58
6577,1.43,4.8,41.19,0.96
6578,6.85,4.7,24.42,0.77
6579,2.88,2.6,10.75,0.64
6580,4.19,2.1,48.79,0.53
6581,5.98,4.6,12.2,0.79
6582,8.54,2.2,87.71,0.41
6583,2.59,1.4,61.32,0.5
6584,8.04,3.2,46.83,0.55
6585,6.96,4.4,52.26,0.73
6586,15.42,1.5,18.01,0.1
6587,14.35,1.7,67.06,0.16
6588,2.58,3.6,80.98,0.77
6589,9.46,4.9,21.75,0.71
6590,12.23,2.4,84.54,0.31
6591,15.89,4.6,57.67,0.47
6592,5.97,3.8,57.61,0.69
6593,4.19,2.7,70.07,0.61
6594,15.82,4.9,81.13,0.51
6595,8.44,4.8,13.1,0.73
6596,11.05,5.0,31.03,0.68
6597,4.96,2.9,18.54,0.61
6598,3.01,1.0,86.98,0.44
6599,9.75,4.8,90.12,0.69
6600,16.16,1.2,24.96,0.04
6601,5.83,4.5,84.27,0.78
6602,14.52,1.5,48.23,0.13
6603,3.15,3.1,39.53,0.69
6604,7.84,4.8,34.33,0.75
6605,14.56,3.5,16.9,0.38
6606,6.31,1.6,58.21,0.4
6607,13.68,2.2,76.64,0.24
6608,11.67,3.9,88.68,0.52
6609,13.89,4.2,29.11,0.48
6610,16.18,1.0,2.24,0.01
6611,6.33,4.7,64.23,0.79
6612,2.81,1.2,47.95,0.47
6613,1.79,1.6,61.44,0.55
6614,8.27,2.1,38.71,0.4
6615,10.5,5.0,79.83,0.69
6616,16.45,2.3,10.12,0.16
6617,1.17,3.8,20.73,0.84
6618,8.36,4.5,71.31,0.7
6619,8.88,1.5,7.22,0.31
6620,3.5,1.9,53.94,0.53
6621,5.22,4.6,5.78,0.81
6622,16.36,1.4,2.6,0.05
6623,5.42,1.2,96.0,0.38
6624,16.48,3.2,3.4,0.28
6625,6.2,2.7,50.15,0.54
6626,2.58,4.4,81.42,0.87
6627,11.34,2.2,2.58,0.32
6628,16.47,2.2,79.44,0.15
6629,15.41,2.1,93.39,0.17
6630,2.02,1.9,33.68,0.58
6631,7.34,3.1,87.63,0.56
6632,7.83,4.8,0.25,0.75
6633,4.06,4.8,82.93,0.88
6634,8.76,1.5,94.84,0.31
6635,11.78,3.4,77.13,0.45
6636,8.86,3.7,21.06,0.58
6637,1.5,2.6,63.65,0.68
6638,7.66,3.1,78.82,0.55
6639,3.0,3.8,93.89,0.79
6640,16.39,2.5,1.67,0.19
6641,10.42,4.7,0.72,0.66
6642,16.43,1.1,45.23,0.01
6643,15.58,3.5,91.8,0.34
6644,5.27,1.5,57.37,0.42
6645,10.15,3.5,64.63,0.52
6646,12.7,1.5,49.41,0.19
6647,15.56,2.0,27.02,0.16
6648,7.38,1.4,4.3,0.34
6649,15.05,1.0,98.66,0.05
6650,12.69,4.8,48.79,0.6
6651,12.42,4.0,35.33,0.51
6652,6.36,4.6,13.71,0.78
6653,1.22,1.3,35.48,0.53
6654,15.52,1.1,87.98,0.04
6655,6.79,1.7,15.7,0.4
6656,7.45,4.2,6.36,0.69
6657,12.51,3.0,7.96,0.38
6658,5.49,2.8,90.58,0.58
6659,12.0,2.1,63.74,0.28
6660,12.02,4.5,45.48,0.58
6661,8.39,4.2,73.85,0.66
6662,9.77,3.0,18.83,0.47
6663,4.03,4.1,95.81,0.79
6664,12.36,2.8,58.96,0.36
6665,13.99,1.6,19.19,0.16
6666,14.7,1.2,27.9,0.08
6667,11.25,1.9,83.18,0.28
6668,10.88,3.1,55.28,0.44
6669,14.93,3.4,2.26,0.35
6670,14.8,3.2,94.22,0.33
6671,3.5,2.5,23.84,0.61
6672,3.56,4.6,84.49,0.87
6673,10.65,4.4,93.88,0.61
6674,14.54,3.2,46.78,0.34
6675,6.88,1.2,24.58,0.34
6676,8.15,3.3,35.48,0.56
6677,11.06,1.1,51.53,0.19
6678,3.41,2.1,62.38,0.56
6679,15.1,2.9,88.2,0.28
6680,13.28,4.0,9.52,0.48
6681,4.56,4.9,40.32,0.87
6682,9.28,2.1,20.55,0.37
6683,2.89,4.3,57.5,0.85
6684,7.75,3.0,64.51,0.53
6685,3.14,1.8,28.35,0.53
6686,15.0,2.0,44.12,0.17
6687,9.25,3.9,25.65,0.6
6688,5.66,3.8,44.84,0.7
6689,12.21,4.9,7.16,0.63
6690,2.23,2.7,41.29,0.67
6691,7.66,3.7,69.22,0.62
6692,16.48,4.2,42.03,0.4
6693,12.13,3.7,68.56,0.48
6694,9.33,2.7,0.58,0.44
6695,15.77,1.7,28.79,0.11
6696,8.35,3.2,39.74,0.54
6697,1.87,2.2,31.04,0.62
6698,1.77,4.7,37.48,0.94
6699,10.26,2.1,77.21,0.34
6700,4.35,1.3,89.29,0.43
6701,15.9,1.5,34.9,0.08
6702,11.6,1.8,32.99,0.26
6703,4.09,1.2,55.8,0.43
6704,11.43,4.7,35.36,0.63
6705,3.46,4.2,36.22,0.82
6706,1.13,3.7,61.19,0.83
6707,11.05,3.9,26.46,0.54
6708,12.98,4.3,75.65,0.53
6709,1.16,4.3,92.16,0.91
6710,10.88,4.2,38.11,0.58
6711,8.6,4.0,92.16,0.63
6712,16.13,2.9,12.24,0.25
6713,10.75,1.3,7.41,0.22
6714,15.12,1.5,9.68,0.11
6715,3.43,4.2,6.77,0.82
6716,13.79,1.7,54.75,0.17
6717,10.42,2.4,84.84,0.37
6718,2.61,5.0,1.8,0.95
6719,7.39,2.7,68.5,0.51
6720,11.57,4.3,8.39,0.57
6721,14.11,2.0,45.8,0.2
6722,7.01,1.1,72.88,0.32
6723,10.62,3.4,53.93,0.49
6724,6.72,3.5,89.21,0.63
6725,11.32,3.0,81.84,0.42
6726,13.96,4.3,34.21,0.49
6727,16.39,1.1,43.3,0.02
6728,14.72,3.8,84.78,0.41
6729,10.83,3.4,39.41,0.48
6730,12.32,4.0,1.94,0.51
6731,3.74,4.0,33.53,0.79
6732,11.66,2.7,44.69,0.37
6733,1.16,3.7,33.54,0.83
6734,4.65,4.3,42.57,0.79
6735,5.9,2.8,95.26,0.57
6736,6.16,3.0,35.06,0.58
6737,3.09,3.3,69.93,0.72
6738,1.7,4.3,97.68,0.89
6739,15.34,4.6,83.06,0.49
6740,7.85,3.7,11.52,0.62
6741,3.11,3.9,22.16,0.79
6742,11.16,2.0,76.83,0.3
6743,8.36,1.4,79.67,0.31
6744,3.58,3.1,11.26,0.68
6745,14.93,3.6,26.47,0.38
6746,7.39,4.7,16.46,0.76
6747,3.1,1.6,68.85,0.51
6748,14.03,4.4,32.43,0.5
6749,8.38,1.6,13.06,0.34
6750,11.57,1.8,11.37,0.26
6751,13.55,4.2,8.92,0.5
6752,1.43,4.3,51.85,0.9
6753,7.22,4.5,45.15,0.74
6754,1.53,2.0,63.75,0.61
6755,9.96,1.2,93.43,0.24
6756,10.37,1.5,58.35,0.26
6757,13.63,2.9,30.89,0.33
6758,8.53,2.9,39.96,0.49
6759,4.53,4.3,85.08,0.8
6760,15.89,3.8,22.86,0.37
6761,4.77,3.3,84.52,0.67
6762,7.18,2.0,61.52,0.43
6763,4.35,3.3,3.44,0.68
6764,1.68,1.5,32.05,0.54
6765,15.92,2.0,29.85,0.14
6766,9.89,3.1,45.42,0.48
6767,12.11,1.6,43.36,0.22
6768,14.11,1.1,55.37,0.09
6769,4.29,1.6,25.95,0.47
6770,15.04,4.8,66.18,0.52
6771,3.3,2.0,39.73,0.55
6772,5.61,3.5,20.02,0.66
6773,13.65,3.0,44.82,0.34
6774,8.58,3.2,81.39,0.53
6775,9.73,3.2,2.57,0.49
6776,7.16,4.7,38.52,0.76
6777,6.48,4.6,67.44,0.77
6778,7.3,2.1,33.47,0.43
6779,2.6,1.7,69.52,0.54
6780,14.45,4.9,80.0,0.55
6781,14.49,4.6,16.49,0.51
6782,3.03,3.7,52.14,0.77
6783,11.85,4.3,78.15,0.56
6784,11.63,3.8,88.04,0.51
6785,8.85,4.4,16.45,0.67
6786,14.73,3.7,16.81,0.39
6787,15.22,1.5,72.51,0.1
6788,3.18,1.2,18.71,0.45
6789,4.95,2.4,32.21,0.55
6790,10.15,3.9,66.79,0.57
6791,15.62,2.2,88.54,0.18
6792,9.12,1.1,84.09,0.25
6793,10.27,2.5,45.09,0.39
6794,15.29,1.6,49.83,0.11
6795,4.43,3.9,52.97,0.75
6796,12.38,5.0,38.05,0.63
6797,1.83,3.0,42.03,0.72
6798,8.59,4.4,69.75,0.68
6799,15.34,3.1,43.66,0.3
6800,5.2,1.7,75.72,0.45
6801,7.12,3.4,68.74,0.6
6802,9.76,2.1,80.04,0.35
6803,9.98,4.3,3.42,0.62
6804,13.13,1.1,62.32,0.12
6805,3.39,1.2,72.21,0.45
6806,11.58,4.4,95.67,0.58
6807,7.54,4.2,99.93,0.69
6808,13.57,3.5,83.31,0.41
6809,3.23,1.0,95.6,0.43
6810,7.78,3.6,30.46,0.61
6811,3.28,1.6,0.47,0.5
6812,6.49,3.2,51.84,0.6
6813,13.35,2.9,66.67,0.34
6814,13.65,1.6,86.32,0.17
6815,5.65,3.6,30.77,0.68
6816,12.92,4.4,27.62,0.54
6817,4.52,2.6,81.62,0.59
6818,12.11,4.1,88.42,0.53
6819,11.8,2.9,79.35,0.39
6820,5.47,2.8,4.0,0.58
6821,12.53,2.1,18.05,0.27
6822,10.17,4.9,62.29,0.69
6823,8.35,3.9,41.13,0.63
6824,9.29,4.3,98.53,0.65
6825,3.88,4.9,31.02,0.89
6826,14.49,2.6,59.85,0.26
6827,13.45,2.8,79.44,0.32
6828,4.39,2.2,85.12,0.54
6829,14.54,4.6,74.0,0.51
6830,4.13,1.2,5.48,0.42
6831,11.49,4.9,11.84,0.65
6832,3.44,2.2,29.35,0.57
6833,6.96,3.2,85.69,0.58
6834,8.89,4.4,43.87,0.67
6835,2.31,1.9,96.23,0.57
6836,9.73,2.0,13.1,0.34
6837,1.42,3.7,93.26,0.82
6838,15.64,3.8,81.79,0.38
6839,4.99,5.0,89.93,0.87
6840,13.14,2.8,91.91,0.33
6841,16.03,4.8,97.64,0.49
6842,8.86,1.1,37.16,0.26
6843,12.99,3.4,6.36,0.41
6844,7.66,4.0,86.98,0.66
6845,4.85,3.8,85.71,0.73
6846,9.56,1.0,92.9,0.22
6847,3.71,4.5,62.77,0.85
6848,4.26,2.6,38.56,0.59
6849,2.95,3.7,33.14,0.77
6850,5.38,1.1,28.42,0.37
6851,4.15,2.7,98.38,0.61
6852,11.73,1.2,98.81,0.18
6853,4.19,1.1,23.31,0.41
6854,10.57,4.2,36.66,0.59
6855,12.35,4.4,91.28,0.56
6856,3.29,4.9,18.58,0.91
6857,10.65,2.0,32.93,0.31
6858,16.02,3.8,64.36,0.37
6859,14.96,4.3,99.6,0.46
6860,13.2,1.0,42.57,0.11
6861,14.98,4.6,18.56,0.5
6862,12.81,3.0,14.38,0.37
6863,9.08,2.4,78.15,0.41
6864,5.14,2.9,55.8,0.6
6865,4.19,1.1,45.28,0.41
6866,13.05,1.4,62.73,0.16
6867,12.05,2.5,11.43,0.33
6868,11.56,2.0,41.45,0.28
6869,1.05,3.4,48.07,0.8
6870,12.94,3.6,77.94,0.44
6871,5.41,1.4,87.91,0.41
6872,5.68,4.8,55.67,0.82
6873,7.42,2.6,95.91,0.49
6874,14.64,4.2,14.99,0.46
6875,3.24,4.7,16.22,0.89
6876,5.13,2.8,77.81,0.59
6877,2.1,4.6,2.75,0.91
6878,4.76,1.3,36.21,0.42
6879,15.04,2.0,45.87,0.17
6880,11.35,1.7,89.46,0.25
6881,2.1,4.4,77.73,0.89
6882,7.9,4.2,86.8,0.68
6883,8.87,1.2,83.01,0.27
6884,3.48,1.5,50.87,0.48
6885,3.62,3.3,98.02,0.7
6886,1.36,1.6,21.14,0.56
6887,4.57,1.3,83.62,0.42
6888,3.7,3.6,38.01,0.74
6889,11.2,1.3,16.86,0.21
6890,15.13,4.5,22.69,0.48
6891,5.99,1.9,53.71,0.45
6892,3.98,2.6,98.54,0.6
6893,13.71,3.1,95.37,0.35
6894,12.44,3.0,39.79,0.38
6895,7.99,2.1,79.33,0.41
6896,11.91,3.8,57.24,0.5
6897,4.99,3.5,67.98,0.68
6898,12.97,1.4,4.26,0.16
6899,3.91,5.0,72.2,0.91
6900,10.64,3.8,86.36,0.54
6901,5.87,1.1,9.05,0.36
6902,12.29,3.3,26.05,0.42
6903,13.01,2.1,45.99,0.25
6904,6.92,1.3,79.21,0.35
6905,12.34,4.0,18.63,0.51
6906,5.34,3.8,13.34,0.71
6907,11.7,1.1,2.37,0.17
6908,3.65,2.3,93.43,0.58
6909,3.82,1.4,17.42,0.46
6910,1.66,3.2,28.8,0.75
6911,6.64,4.6,66.62,0.77
6912,11.15,1.2,27.18,0.2
6913,8.27,1.6,23.5,0.34
6914,5.41,2.4,60.13,0.53
6915,16.1,3.7,18.45,0.35
6916,15.85,2.7,23.9,0.23
6917,6.69,4.3,4.15,0.73
6918,7.22,2.3,15.51,0.46
6919,3.06,1.7,76.35,0.52
6920,14.97,4.5,5.65,0.49
6921,12.24,3.3,56.88,0.42
6922,5.64,3.1,68.92,0.61
6923,2.28,2.8,55.53,0.68
6924,14.02,4.4,84.53,0.51
6925,7.92,4.0,31.8,0.65
6926,1.19,1.8,60.11,0.59
6927,6.63,3.6,23.51,0.64
6928,14.76,3.3,80.81,0.34
6929,1.4,4.8,72.66,0.96
6930,16.1,1.1,98.13,0.03
6931,7.95,4.5,38.18,0.71
6932,3.18,3.6,28.03,0.75
6933,6.37,2.5,99.18,0.51
6934,11.1,3.5,76.5,0.49
6935,6.87,2.3,15.91,0.47
6936,16.29,3.3,75.07,0.29
6937,3.59,1.8,85.81,0.52
6938,8.58,1.6,51.98,0.33
6939,11.48,1.8,19.3,0.26
6940,14.74,4.3,90.51,0.47
6941,6.18,3.2,70.04,0.61
6942,13.8,1.4,31.62,0.14
6943,5.4,1.8,36.11,0.46
6944,8.75,4.2,74.97,0.65
6945,10.85,3.2,52.07,0.46
6946,2.45,1.1,7.92,0.47
6947,4.06,4.7,33.73,0.86
6948,2.65,3.6,31.14,0.77
6949,7.98,2.0,78.53,0.4
6950,4.97,1.4,41.23,0.42
6951,15.35,2.4,53.83,0.21
6952,4.08,2.0,51.33,0.53
6953,10.77,1.5,66.94,0.25
6954,15.52,4.6,7.77,0.48
6955,6.61,3.9,36.07,0.68
6956,5.53,3.1,92.21,0.62
6957,9.08,4.7,10.98,0.7
6958,1.86,4.7,24.35,0.93
6959,9.17,3.2,3.92,0.51
6960,7.62,2.9,57.48,0.52
6961,4.64,4.9,20.34,0.87
6962,12.39,3.5,97.14,0.45
6963,13.4,3.3,82.54,0.39
6964,4.83,5.0,4.92,0.88
6965,12.47,3.2,79.96,0.41
6966,12.87,4.3,86.39,0.53
6967,12.25,3.2,50.23,0.41
6968,3.68,1.1,76.91,0.43
6969,3.69,3.1,74.04,0.68
6970,13.93,2.4,91.12,0.26
6971,6.09,3.1,84.61,0.6
6972,1.2,4.7,23.97,0.96
6973,13.43,4.2,74.22,0.5
6974,3.55,1.6,31.11,0.49
6975,2.48,3.9,48.53,0.81
6976,1.19,1.1,45.83,0.51
6977,2.19,2.0,47.72,0.59
6978,3.31,1.8,87.84,0.53
6979,1.55,2.7,57.32,0.69
6980,11.05,2.3,54.61,0.34
6981,7.02,4.1,80.08,0.69
6982,10.81,2.2,46.1,0.33
6983,13.4,4.2,35.56,0.5
6984,2.87,3.0,27.0,0.69
6985,5.7,3.7,18.73,0.69
6986,6.22,1.2,62.26,0.36
6987,5.68,1.2,20.81,0.37
6988,12.5,3.2,10.25,0.4
6989,10.63,1.3,51.1,0.23
6990,9.73,1.0,31.85,0.22
6991,16.31,4.5,17.16,0.44
6992,8.16,1.8,8.48,0.37
6993,2.84,2.1,76.13,0.58
6994,6.79,2.0,85.91,0.44
6995,7.24,4.0,58.1,0.67
6996,3.72,3.2,76.61,0.69
6997,1.71,1.4,41.58,0.53
6998,10.22,3.8,5.04,0.55
6999,6.74,1.8,21.35,0.41
7000,4.21,3.7,42.0,0.73
7001,9.69,1.1,54.13,0.23
7002,14.87,1.7,41.21,0.14
7003,1.12,3.9,68.68,0.86
7004,2.82,3.5,5.67,0.75
7005,1.56,3.5,60.25,0.79
7006,8.82,3.4,30.25,0.55
7007,10.9,4.8,40.39,0.66
7008,10.65,1.9,53.56,0.3
7009,14.47,3.1,80.49,0.33
7010,6.5,1.5,80.22,0.39
7011,10.74,3.6,48.13,0.51
7012,3.33,1.1,9.74,0.44
7013,15.91,3.7,72.59,0.36
7014,11.95,2.3,62.88,0.31
7015,4.79,4.7,86.57,0.84
7016,14.55,4.3,60.62,0.48
7017,12.96,4.7,31.14,0.58
7018,13.14,4.0,55.78,0.48
7019,3.85,2.5,51.25,0.6
7020,7.93,1.3,64.68,0.31
7021,14.17,2.9,48.64,0.31
7022,2.9,1.3,10.6,0.48
7023,5.5,3.6,59.22,0.68
7024,7.15,4.1,18.61,0.69
7025,15.94,2.0,52.67,0.14
7026,6.17,3.7,18.53,0.67
7027,10.62,1.5,60.21,0.25
7028,7.55,3.5,74.64,0.6
7029,2.44,2.8,26.81,0.68
7030,9.21,1.0,98.28,0.24
7031,4.46,3.6,68.84,0.71
7032,9.61,3.9,87.28,0.58
7033,8.58,4.6,39.11,0.71
7034,13.73,1.6,1.22,0.16
7035,15.05,3.5,44.08,0.36
7036,4.86,1.4,35.21,0.43
7037,1.71,3.8,70.1,0.83
7038,1.4,1.3,31.91,0.52
7039,9.84,2.5,64.45,0.4
7040,16.45,3.4,20.98,0.3
7041,1.22,3.7,70.14,0.83
7042,6.65,2.7,30.05,0.53
7043,1.77,4.6,21.82,0.93
7044,8.4,1.5,50.52,0.32
7045,11.18,4.8,89.51,0.65
7046,11.39,2.4,82.81,0.34
7047,14.84,2.3,22.5,0.22
7048,11.2,2.8,18.84,0.4
7049,3.51,1.2,34.21,0.44
7050,1.8,3.7,23.2,0.81
7051,5.21,3.0,50.8,0.61
7052,11.36,2.7,21.39,0.38
7053,12.68,3.3,48.59,0.41
7054,14.13,4.7,34.89,0.54
7055,13.6,2.9,8.11,0.33
7056,16.33,3.9,68.22,0.37
7057,13.41,3.4,0.04,0.4
7058,5.28,4.8,89.47,0.84
7059,5.64,1.3,26.62,0.39
7060,13.67,1.4,83.6,0.14
7061,5.69,3.8,50.43,0.7
7062,6.27,1.7,17.19,0.42
7063,12.14,3.2,96.85,0.42
7064,12.78,2.8,27.19,0.34
7065,4.07,1.2,40.72,0.43
7066,6.53,4.0,34.96,0.7
7067,12.46,1.1,5.76,0.14
7068,9.54,4.9,80.56,0.71
7069,13.32,4.0,96.13,0.48
7070,4.88,4.5,1.91,0.81
7071,16.42,3.2,3.28,0.28
7072,12.41,2.7,24.94,0.34
7073,7.99,3.4,50.81,0.57
7074,1.34,3.7,61.68,0.83
7075,1.48,2.9,28.46,0.72
7076,14.53,4.0,6.45,0.44
7077,7.59,3.5,18.44,0.6
7078,4.82,1.6,40.96,0.45
7079,11.85,3.4,16.51,0.45
7080,9.27,5.0,35.43,0.73
7081,2.98,3.6,70.37,0.76
7082,2.19,2.8,25.78,0.69
7083,7.38,3.2,38.11,0.57
7084,7.89,4.2,59.61,0.68
7085,12.49,2.0,21.5,0.25
7086,10.94,3.5,49.6,0.49
7087,12.52,3.5,46.33,0.44
7088,10.64,1.5,12.44,0.25
7089,10.5,4.1,63.18,0.58
7090,6.4,3.7,94.66,0.66
7091,7.51,4.7,49.43,0.75
7092,5.65,4.6,41.8,0.8
7093,12.73,2.8,26.46,0.35
7094,14.53,4.3,45.71,0.48
7095,5.75,4.3,34.77,0.76
7096,3.18,3.7,67.19,0.77
7097,16.31,2.0,55.1,0.13
7098,5.47,3.7,69.13,0.69
7099,10.97,2.2,61.18,0.33
7100,1.35,1.7,24.02,0.58
7101,15.25,4.2,0.73,0.44
7102,12.77,3.3,44.12,0.41
7103,9.53,5.0,96.12,0.72
7104,7.9,4.6,11.27,0.73
7105,14.18,2.4,35.3,0.25
7106,14.4,2.8,38.6,0.29
7107,3.39,2.2,26.32,0.57
7108,11.4,1.8,43.99,0.26
7109,11.26,2.9,70.96,0.41
7110,11.95,3.9,61.0,0.51
7111,8.31,3.0,94.65,0.51
7112,11.64,1.8,9.01,0.26
7113,8.78,2.5,1.39,0.44
7114,3.84,1.8,88.02,0.51
7115,5.16,2.5,64.09,0.55
7116,5.03,4.4,55.75,0.8
7117,3.78,3.3,74.72,0.7
7118,5.31,1.2,79.03,0.39
7119,15.31,1.9,26.4,0.15
7120,1.16,3.5,24.12,0.81
7121,7.5,2.4,55.35,0.47
7122,11.21,2.8,97.64,0.4
7123,10.44,4.4,48.56,0.62
7124,2.74,3.8,85.2,0.79
7125,6.91,2.9,51.02,0.55
7126,6.56,3.8,64.03,0.67
7127,2.01,4.7,7.44,0.93
7128,4.9,2.1,4.77,0.51
7129,12.68,2.0,62.84,0.25
7130,6.48,3.0,88.79,0.57
7131,2.04,1.1,92.7,0.48
7132,16.0,3.7,45.19,0.35
7133,2.1,2.6,67.99,0.66
7134,13.04,4.1,57.33,0.5
7135,6.5,3.9,92.89,0.69
7136,4.39,4.9,53.92,0.88
7137,9.82,1.6,78.72,0.29
7138,16.4,4.1,75.83,0.39
7139,9.16,2.7,21.38,0.45
7140,15.77,4.4,42.99,0.45
7141,12.29,4.7,18.9,0.6
7142,10.51,4.1,4.65,0.58
7143,8.86,3.3,65.93,0.53
7144,10.14,2.6,95.23,0.41
7145,10.85,2.4,78.97,0.36
7146,10.36,2.9,72.17,0.44
7147,9.92,2.9,10.52,0.45
7148,6.24,1.2,24.18,0.36
7149,12.46,4.8,91.83,0.61
7150,13.36,1.1,12.99,0.11
7151,14.15,3.1,20.37,0.34
7152,4.77,1.1,62.1,0.39
7153,13.38,3.9,50.96,0.46
7154,11.75,4.2,39.32,0.55
7155,8.27,2.1,90.02,0.4
7156,15.3,4.4,53.54,0.46
7157,3.74,3.8,44.42,0.76
7158,8.23,2.1,27.26,0.4
7159,1.4,1.9,21.79,0.6
7160,16.21,1.0,10.92,0.01
7161,5.75,2.6,24.22,0.55
7162,16.3,2.0,36.94,0.13
7163,3.48,3.5,53.0,0.73
7164,11.7,5.0,43.01,0.65
7165,8.0,2.4,82.63,0.45
7166,8.84,3.5,64.21,0.56
7167,15.64,3.5,9.39,0.34
7168,15.8,1.6,10.88,0.1
7169,1.46,4.6,90.53,0.94
7170,4.48,1.1,68.56,0.4
7171,9.3,4.2,67.04,0.63
7172,1.78,3.4,85.93,0.77
7173,6.14,3.1,97.64,0.6
7174,6.76,4.2,78.32,0.71
7175,5.96,4.7,99.5,0.8
7176,11.81,2.7,99.4,0.36
7177,7.07,3.5,69.98,0.62
7178,15.34,1.4,80.57,0.09
7179,14.55,3.2,35.74,0.34
